Series_reference,Period,Data_value,Suppressed,STATUS
BDCQ.SEE2041A,2018.06,90.6556,,F
BDCQ.SEE2041A,2018.09,92.726774,,F
BDCQ.SEE2041A,2018.12,100.285936,,F
BDCQ.SEE2041A,2019.03,94.863455,,F
BDCQ.SEE2041A,2019.06,94.33919,,F
BDCQ.SEE2041A,2019.09,98.101558,,F
BDCQ.SEE2041A,2019.12,108.113089,,F
BDCQ.SEE2041A,2020.03,100.362635,,F
BDCQ.SEE2041A,2020.06,98.198581,,F
BDCQ.SEE2041A,2020.09,105.131619,,R
BDCQ.SEE2041A,2020.12,109.994701,,R
BDCQ.SEE2041A,2021.03,108.8748,,R
BDCQ.SEE2041A,2021.06,111.865836,,R
BDCQ.SEE2041A,2021.09,113.175436,,R
BDCQ.SEE2041A,2021.12,122.16543,,R
BDCQ.SEE2041A,2022.03,120.357467,,R
BDCQ.SEE2041A,2022.06,125.793353,,R
BDCQ.SEE2041A,2022.09,123.333905,,R
BDCQ.SEE2041A,2022.12,131.788886,,R
BDCQ.SEE2041A,2023.03,127.550518,,F
BDCQ.SEE2041A,2023.06,130.700983,,F
BDCQ.SEE2042A,2011.06,100.585188,,F
BDCQ.SEE2042A,2011.09,98.009654,,F
BDCQ.SEE2042A,2011.12,104.997647,,F
BDCQ.SEE2042A,2012.03,99.118336,,F
BDCQ.SEE2042A,2012.06,102.725637,,F
BDCQ.SEE2042A,2012.09,100.680108,,F
BDCQ.SEE2042A,2012.12,107.60786,,F
BDCQ.SEE2042A,2013.03,101.282087,,F
BDCQ.SEE2042A,2013.06,105.343228,,F
BDCQ.SEE2042A,2013.09,103.351985,,F
BDCQ.SEE2042A,2013.12,110.804432,,F
BDCQ.SEE2042A,2014.03,102.578854,,F
BDCQ.SEE2042A,2014.06,108.270023,,F
BDCQ.SEE2042A,2014.09,108.607016,,F
BDCQ.SEE2042A,2014.12,115.774338,,F
BDCQ.SEE2042A,2015.03,108.346828,,F
BDCQ.SEE2042A,2015.06,114.554792,,F
BDCQ.SEE2042A,2015.09,115.322103,,F
BDCQ.SEE2042A,2015.12,118.473627,,F
BDCQ.SEE2042A,2016.03,118.304267,,F
BDCQ.SEE2042A,2016.06,119.011148,,F
BDCQ.SEE2042A,2016.09,119.345104,,F
BDCQ.SEE2042A,2016.12,126.989767,,F
BDCQ.SEE2042A,2017.03,122.693247,,F
BDCQ.SEE2042A,2017.06,127.431109,,F
BDCQ.SEE2042A,2017.09,128.684657,,F
BDCQ.SEE2042A,2017.12,137.456079,,F
BDCQ.SEE2042A,2018.03,130.228101,,F
BDCQ.SEE2042A,2018.06,136.291792,,F
BDCQ.SEE2042A,2018.09,136.239925,,F
BDCQ.SEE2042A,2018.12,149.087996,,F
BDCQ.SEE2042A,2019.03,138.881741,,F
BDCQ.SEE2042A,2019.06,145.227652,,F
BDCQ.SEE2042A,2019.09,146.360726,,F
BDCQ.SEE2042A,2019.12,161.911798,,F
BDCQ.SEE2042A,2020.03,149.370432,,F
BDCQ.SEE2042A,2020.06,152.886692,,F
BDCQ.SEE2042A,2020.09,163.480725,,R
BDCQ.SEE2042A,2020.12,165.830493,,R
BDCQ.SEE2042A,2021.03,164.775927,,R
BDCQ.SEE2042A,2021.06,173.015262,,R
BDCQ.SEE2042A,2021.09,179.401474,,R
BDCQ.SEE2042A,2021.12,189.975115,,R
BDCQ.SEE2042A,2022.03,185.280084,,R
BDCQ.SEE2042A,2022.06,189.19156,,R
BDCQ.SEE2042A,2022.09,191.546982,,R
BDCQ.SEE2042A,2022.12,202.622416,,R
BDCQ.SEE2042A,2023.03,199.482484,,F
BDCQ.SEE2042A,2023.06,206.583492,,F
BDCQ.SEE2043A,2011.06,199.490649,,F
BDCQ.SEE2043A,2011.09,203.874396,,F
BDCQ.SEE2043A,2011.12,211.647615,,F
BDCQ.SEE2043A,2012.03,203.492014,,F
BDCQ.SEE2043A,2012.06,209.120428,,F
BDCQ.SEE2043A,2012.09,212.396923,,F
BDCQ.SEE2043A,2012.12,221.144769,,F
BDCQ.SEE2043A,2013.03,209.529951,,F
BDCQ.SEE2043A,2013.06,217.56764,,F
BDCQ.SEE2043A,2013.09,222.673992,,F
BDCQ.SEE2043A,2013.12,234.330315,,F
BDCQ.SEE2043A,2014.03,218.862745,,F
BDCQ.SEE2043A,2014.06,229.079277,,F
BDCQ.SEE2043A,2014.09,238.738516,,F
BDCQ.SEE2043A,2014.12,247.966192,,F
BDCQ.SEE2043A,2015.03,227.774794,,F
BDCQ.SEE2043A,2015.06,240.351125,,F
BDCQ.SEE2043A,2015.09,249.566773,,F
BDCQ.SEE2043A,2015.12,256.078623,,F
BDCQ.SEE2043A,2016.03,247.576702,,F
BDCQ.SEE2043A,2016.06,253.129152,,F
BDCQ.SEE2043A,2016.09,255.354505,,F
BDCQ.SEE2043A,2016.12,267.733228,,F
BDCQ.SEE2043A,2017.03,255.514611,,F
BDCQ.SEE2043A,2017.06,267.74311,,F
BDCQ.SEE2043A,2017.09,272.113622,,F
BDCQ.SEE2043A,2017.12,288.710832,,F
BDCQ.SEE2043A,2018.03,270.825848,,F
BDCQ.SEE2043A,2018.06,284.993565,,F
BDCQ.SEE2043A,2018.09,289.341262,,F
BDCQ.SEE2043A,2018.12,311.40403,,F
BDCQ.SEE2043A,2019.03,289.344599,,F
BDCQ.SEE2043A,2019.06,310.193515,,F
BDCQ.SEE2043A,2019.09,316.881494,,F
BDCQ.SEE2043A,2019.12,345.471923,,F
BDCQ.SEE2043A,2020.03,317.43241,,F
BDCQ.SEE2043A,2020.06,321.13706,,F
BDCQ.SEE2043A,2020.09,346.847433,,R
BDCQ.SEE2043A,2020.12,347.053825,,R
BDCQ.SEE2043A,2021.03,346.876405,,R
BDCQ.SEE2043A,2021.06,358.652955,,R
BDCQ.SEE2043A,2021.09,372.093289,,R
BDCQ.SEE2043A,2021.12,387.224194,,R
BDCQ.SEE2043A,2022.03,378.676906,,R
BDCQ.SEE2043A,2022.06,389.193185,,R
BDCQ.SEE2043A,2022.09,403.407466,,R
BDCQ.SEE2043A,2022.12,418.934944,,R
BDCQ.SEE2043A,2023.03,413.355457,,F
BDCQ.SEE2043A,2023.06,422.789474,,F
BDCQ.SEE2044A,2011.06,271.514624,,F
BDCQ.SEE2044A,2011.09,280.344531,,F
BDCQ.SEE2044A,2011.12,287.049317,,F
BDCQ.SEE2044A,2012.03,276.025986,,F
BDCQ.SEE2044A,2012.06,281.785632,,F
BDCQ.SEE2044A,2012.09,286.630243,,F
BDCQ.SEE2044A,2012.12,297.038093,,F
BDCQ.SEE2044A,2013.03,279.934397,,F
BDCQ.SEE2044A,2013.06,288.904642,,F
BDCQ.SEE2044A,2013.09,296.323053,,F
BDCQ.SEE2044A,2013.12,313.832265,,F
BDCQ.SEE2044A,2014.03,293.784121,,F
BDCQ.SEE2044A,2014.06,307.478623,,F
BDCQ.SEE2044A,2014.09,318.379067,,F
BDCQ.SEE2044A,2014.12,334.089217,,F
BDCQ.SEE2044A,2015.03,304.622905,,F
BDCQ.SEE2044A,2015.06,323.442339,,F
BDCQ.SEE2044A,2015.09,337.317731,,F
BDCQ.SEE2044A,2015.12,349.526578,,F
BDCQ.SEE2044A,2016.03,333.283254,,F
BDCQ.SEE2044A,2016.06,346.327381,,F
BDCQ.SEE2044A,2016.09,347.801938,,F
BDCQ.SEE2044A,2016.12,367.71677,,F
BDCQ.SEE2044A,2017.03,352.416448,,F
BDCQ.SEE2044A,2017.06,368.480304,,F
BDCQ.SEE2044A,2017.09,370.625792,,F
BDCQ.SEE2044A,2017.12,394.136771,,F
BDCQ.SEE2044A,2018.03,354.769589,,F
BDCQ.SEE2044A,2018.06,395.231118,,F
BDCQ.SEE2044A,2018.09,398.396835,,F
BDCQ.SEE2044A,2018.12,433.02188,,F
BDCQ.SEE2044A,2019.03,402.040134,,F
BDCQ.SEE2044A,2019.06,431.85751,,F
BDCQ.SEE2044A,2019.09,436.031955,,F
BDCQ.SEE2044A,2019.12,477.604293,,F
BDCQ.SEE2044A,2020.03,436.671244,,F
BDCQ.SEE2044A,2020.06,444.142877,,F
BDCQ.SEE2044A,2020.09,479.643702,,R
BDCQ.SEE2044A,2020.12,481.308518,,R
BDCQ.SEE2044A,2021.03,479.516103,,R
BDCQ.SEE2044A,2021.06,498.317985,,R
BDCQ.SEE2044A,2021.09,514.019834,,R
BDCQ.SEE2044A,2021.12,539.364226,,R
BDCQ.SEE2044A,2022.03,523.851072,,R
BDCQ.SEE2044A,2022.06,541.452599,,R
BDCQ.SEE2044A,2022.09,558.937905,,R
BDCQ.SEE2044A,2022.12,578.605593,,R
BDCQ.SEE2044A,2023.03,569.429113,,F
BDCQ.SEE2044A,2023.06,588.484102,,F
BDCQ.SEE2045A,2011.06,197.836571,,F
BDCQ.SEE2045A,2011.09,202.902258,,F
BDCQ.SEE2045A,2011.12,208.638378,,F
BDCQ.SEE2045A,2012.03,197.87549,,F
BDCQ.SEE2045A,2012.06,201.156187,,F
BDCQ.SEE2045A,2012.09,205.196216,,F
BDCQ.SEE2045A,2012.12,213.317055,,F
BDCQ.SEE2045A,2013.03,201.659537,,F
BDCQ.SEE2045A,2013.06,204.97159,,F
BDCQ.SEE2045A,2013.09,213.174172,,F
BDCQ.SEE2045A,2013.12,225.987078,,F
BDCQ.SEE2045A,2014.03,214.55332,,F
BDCQ.SEE2045A,2014.06,222.826349,,F
BDCQ.SEE2045A,2014.09,232.518956,,F
BDCQ.SEE2045A,2014.12,246.937301,,F
BDCQ.SEE2045A,2015.03,224.480091,,F
BDCQ.SEE2045A,2015.06,238.578127,,F
BDCQ.SEE2045A,2015.09,247.312129,,F
BDCQ.SEE2045A,2015.12,259.422025,,F
BDCQ.SEE2045A,2016.03,248.595913,,F
BDCQ.SEE2045A,2016.06,256.878783,,F
BDCQ.SEE2045A,2016.09,256.113799,,F
BDCQ.SEE2045A,2016.12,273.825911,,F
BDCQ.SEE2045A,2017.03,262.425077,,F
BDCQ.SEE2045A,2017.06,276.10404,,F
BDCQ.SEE2045A,2017.09,277.575012,,F
BDCQ.SEE2045A,2017.12,299.274726,,F
BDCQ.SEE2045A,2018.03,269.017233,,F
BDCQ.SEE2045A,2018.06,297.609036,,F
BDCQ.SEE2045A,2018.09,302.783707,,F
BDCQ.SEE2045A,2018.12,329.301755,,F
BDCQ.SEE2045A,2019.03,311.199997,,F
BDCQ.SEE2045A,2019.06,336.393664,,F
BDCQ.SEE2045A,2019.09,342.652691,,F
BDCQ.SEE2045A,2019.12,373.875976,,F
BDCQ.SEE2045A,2020.03,341.470324,,F
BDCQ.SEE2045A,2020.06,348.26492,,F
BDCQ.SEE2045A,2020.09,373.600652,,R
BDCQ.SEE2045A,2020.12,375.346046,,R
BDCQ.SEE2045A,2021.03,375.729649,,R
BDCQ.SEE2045A,2021.06,385.742978,,R
BDCQ.SEE2045A,2021.09,401.621715,,R
BDCQ.SEE2045A,2021.12,417.964889,,R
BDCQ.SEE2045A,2022.03,412.166813,,R
BDCQ.SEE2045A,2022.06,421.28709,,R
BDCQ.SEE2045A,2022.09,440.747259,,R
BDCQ.SEE2045A,2022.12,453.239343,,R
BDCQ.SEE2045A,2023.03,455.232731,,F
BDCQ.SEE2045A,2023.06,463.573758,,F
BDCQ.SEE2046A,2011.06,558.306763,,F
BDCQ.SEE2046A,2011.09,575.150698,,F
BDCQ.SEE2046A,2011.12,593.593879,,F
BDCQ.SEE2046A,2012.03,565.593229,,F
BDCQ.SEE2046A,2012.06,577.121419,,F
BDCQ.SEE2046A,2012.09,589.479094,,F
BDCQ.SEE2046A,2012.12,612.246022,,F
BDCQ.SEE2046A,2013.03,572.652565,,F
BDCQ.SEE2046A,2013.06,589.677086,,F
BDCQ.SEE2046A,2013.09,596.01518,,F
BDCQ.SEE2046A,2013.12,625.935331,,F
BDCQ.SEE2046A,2014.03,575.277706,,F
BDCQ.SEE2046A,2014.06,595.499887,,F
BDCQ.SEE2046A,2014.09,617.868565,,F
BDCQ.SEE2046A,2014.12,643.734566,,F
BDCQ.SEE2046A,2015.03,577.507864,,F
BDCQ.SEE2046A,2015.06,610.279458,,F
BDCQ.SEE2046A,2015.09,627.240294,,F
BDCQ.SEE2046A,2015.12,651.557189,,F
BDCQ.SEE2046A,2016.03,620.898189,,F
BDCQ.SEE2046A,2016.06,636.373663,,F
BDCQ.SEE2046A,2016.09,635.770869,,F
BDCQ.SEE2046A,2016.12,673.680905,,F
BDCQ.SEE2046A,2017.03,634.580486,,F
BDCQ.SEE2046A,2017.06,668.124913,,F
BDCQ.SEE2046A,2017.09,666.178932,,F
BDCQ.SEE2046A,2017.12,713.851996,,F
BDCQ.SEE2046A,2018.03,654.950199,,F
BDCQ.SEE2046A,2018.06,701.985628,,F
BDCQ.SEE2046A,2018.09,702.403449,,F
BDCQ.SEE2046A,2018.12,754.203595,,F
BDCQ.SEE2046A,2019.03,698.176859,,F
BDCQ.SEE2046A,2019.06,752.482601,,F
BDCQ.SEE2046A,2019.09,759.737769,,F
BDCQ.SEE2046A,2019.12,832.51089,,F
BDCQ.SEE2046A,2020.03,756.628751,,F
BDCQ.SEE2046A,2020.06,769.717427,,F
BDCQ.SEE2046A,2020.09,823.024583,,R
BDCQ.SEE2046A,2020.12,826.267083,,R
BDCQ.SEE2046A,2021.03,872.075364,,R
BDCQ.SEE2046A,2021.06,845.972983,,R
BDCQ.SEE2046A,2021.09,873.802584,,R
BDCQ.SEE2046A,2021.12,910.74194,,R
BDCQ.SEE2046A,2022.03,898.225135,,R
BDCQ.SEE2046A,2022.06,927.196085,,R
BDCQ.SEE2046A,2022.09,943.797033,,R
BDCQ.SEE2046A,2022.12,973.160121,,R
BDCQ.SEE2046A,2023.03,964.834368,,F
BDCQ.SEE2046A,2023.06,990.020351,,F
BDCQ.SEE2047A,2011.06,1382.60683,,F
BDCQ.SEE2047A,2011.09,1463.648165,,F
BDCQ.SEE2047A,2011.12,1489.048949,,F
BDCQ.SEE2047A,2012.03,1413.980061,,F
BDCQ.SEE2047A,2012.06,1430.432649,,F
BDCQ.SEE2047A,2012.09,1496.478378,,F
BDCQ.SEE2047A,2012.12,1537.870745,,F
BDCQ.SEE2047A,2013.03,1445.223024,,F
BDCQ.SEE2047A,2013.06,1472.500283,,F
BDCQ.SEE2047A,2013.09,1531.999268,,F
BDCQ.SEE2047A,2013.12,1583.926246,,F
BDCQ.SEE2047A,2014.03,1472.922667,,F
BDCQ.SEE2047A,2014.06,1519.281669,,F
BDCQ.SEE2047A,2014.09,1602.946076,,F
BDCQ.SEE2047A,2014.12,1657.371855,,F
BDCQ.SEE2047A,2015.03,1493.855655,,F
BDCQ.SEE2047A,2015.06,1579.968248,,F
BDCQ.SEE2047A,2015.09,1626.19512,,F
BDCQ.SEE2047A,2015.12,1691.460388,,F
BDCQ.SEE2047A,2016.03,1592.871897,,F
BDCQ.SEE2047A,2016.06,1653.231392,,F
BDCQ.SEE2047A,2016.09,1646.596637,,F
BDCQ.SEE2047A,2016.12,1743.801597,,F
BDCQ.SEE2047A,2017.03,1633.2346,,F
BDCQ.SEE2047A,2017.06,1726.124873,,F
BDCQ.SEE2047A,2017.09,1710.556622,,F
BDCQ.SEE2047A,2017.12,1834.523947,,F
BDCQ.SEE2047A,2018.03,1740.745751,,F
BDCQ.SEE2047A,2018.06,1809.620207,,F
BDCQ.SEE2047A,2018.09,1808.063663,,F
BDCQ.SEE2047A,2018.12,1943.221737,,F
BDCQ.SEE2047A,2019.03,1793.176451,,F
BDCQ.SEE2047A,2019.06,1932.214153,,F
BDCQ.SEE2047A,2019.09,1923.225738,,F
BDCQ.SEE2047A,2019.12,2116.033755,,F
BDCQ.SEE2047A,2020.03,1935.518052,,F
BDCQ.SEE2047A,2020.06,1943.75814,,F
BDCQ.SEE2047A,2020.09,2094.759911,,R
BDCQ.SEE2047A,2020.12,2069.612987,,R
BDCQ.SEE2047A,2021.03,2126.0628,,R
BDCQ.SEE2047A,2021.06,2103.946456,,R
BDCQ.SEE2047A,2021.09,2202.65873,,R
BDCQ.SEE2047A,2021.12,2281.676078,,R
BDCQ.SEE2047A,2022.03,2227.485764,,R
BDCQ.SEE2047A,2022.06,2276.967079,,R
BDCQ.SEE2047A,2022.09,2368.797299,,R
BDCQ.SEE2047A,2022.12,2420.102742,,R
BDCQ.SEE2047A,2023.03,2383.520243,,F
BDCQ.SEE2047A,2023.06,2458.111968,,F
BDCQ.SEE2048A,2011.06,95.364781,,F
BDCQ.SEE2048A,2011.09,94.363368,,F
BDCQ.SEE2048A,2011.12,102.391134,,F
BDCQ.SEE2048A,2012.03,96.37587,,F
BDCQ.SEE2048A,2012.06,98.772259,,F
BDCQ.SEE2048A,2012.09,98.118896,,F
BDCQ.SEE2048A,2012.12,107.08909,,F
BDCQ.SEE2048A,2013.03,97.98795,,F
BDCQ.SEE2048A,2013.06,102.19475,,F
BDCQ.SEE2048A,2013.09,99.623154,,F
BDCQ.SEE2048A,2013.12,109.559082,,F
BDCQ.SEE2048A,2014.03,100.422109,,F
BDCQ.SEE2048A,2014.06,105.058307,,F
BDCQ.SEE2048A,2014.09,103.68434,,F
BDCQ.SEE2048A,2014.12,112.497675,,F
BDCQ.SEE2048A,2015.03,103.315583,,F
BDCQ.SEE2048A,2015.06,107.687768,,F
BDCQ.SEE2048A,2015.09,108.451384,,F
BDCQ.SEE2048A,2015.12,113.497188,,F
BDCQ.SEE2048A,2016.03,110.354048,,F
BDCQ.SEE2048A,2016.06,110.623519,,F
BDCQ.SEE2048A,2016.09,112.139438,,F
BDCQ.SEE2048A,2016.12,118.865452,,F
BDCQ.SEE2048A,2017.03,116.32085,,F
BDCQ.SEE2048A,2017.06,117.111687,,F
BDCQ.SEE2048A,2017.09,119.228186,,F
BDCQ.SEE2048A,2017.12,127.547178,,F
BDCQ.SEE2048A,2018.03,122.485979,,F
BDCQ.SEE2048A,2018.06,122.544292,,F
BDCQ.SEE2048A,2018.09,125.744363,,F
BDCQ.SEE2048A,2018.12,134.261795,,F
BDCQ.SEE2048A,2019.03,123.642079,,F
BDCQ.SEE2048A,2019.06,127.489631,,F
BDCQ.SEE2048A,2019.09,133.757283,,F
BDCQ.SEE2048A,2019.12,144.670551,,F
BDCQ.SEE2048A,2020.03,130.014782,,F
BDCQ.SEE2048A,2020.06,131.804901,,F
BDCQ.SEE2048A,2020.09,144.362608,,R
BDCQ.SEE2048A,2020.12,146.979276,,R
BDCQ.SEE2048A,2021.03,142.610246,,R
BDCQ.SEE2048A,2021.06,148.610496,,R
BDCQ.SEE2048A,2021.09,151.780234,,R
BDCQ.SEE2048A,2021.12,163.152502,,R
BDCQ.SEE2048A,2022.03,155.520818,,R
BDCQ.SEE2048A,2022.06,162.480062,,R
BDCQ.SEE2048A,2022.09,163.752633,,R
BDCQ.SEE2048A,2022.12,173.068355,,R
BDCQ.SEE2048A,2023.03,169.59997,,F
BDCQ.SEE2048A,2023.06,177.031812,,F
BDCQ.SEE2049A,2011.06,29.50214,,F
BDCQ.SEE2049A,2011.09,28.930316,,F
BDCQ.SEE2049A,2011.12,31.166813,,F
BDCQ.SEE2049A,2012.03,29.273671,,F
BDCQ.SEE2049A,2012.06,29.964351,,F
BDCQ.SEE2049A,2012.09,30.559375,,F
BDCQ.SEE2049A,2012.12,32.25852,,F
BDCQ.SEE2049A,2013.03,29.855209,,F
BDCQ.SEE2049A,2013.06,30.602789,,F
BDCQ.SEE2049A,2013.09,30.821291,,F
BDCQ.SEE2049A,2013.12,34.297324,,F
BDCQ.SEE2049A,2014.03,31.447305,,F
BDCQ.SEE2049A,2014.06,33.083097,,F
BDCQ.SEE2049A,2014.09,32.914534,,F
BDCQ.SEE2049A,2014.12,35.380412,,F
BDCQ.SEE2049A,2015.03,32.638536,,F
BDCQ.SEE2049A,2015.06,34.327059,,F
BDCQ.SEE2049A,2015.09,34.927819,,F
BDCQ.SEE2049A,2015.12,37.441468,,F
BDCQ.SEE2049A,2016.03,36.576943,,F
BDCQ.SEE2049A,2016.06,37.500779,,F
BDCQ.SEE2049A,2016.09,38.044431,,F
BDCQ.SEE2049A,2016.12,40.557756,,F
BDCQ.SEE2049A,2017.03,39.792504,,F
BDCQ.SEE2049A,2017.06,40.986596,,F
BDCQ.SEE2049A,2017.09,41.484378,,F
BDCQ.SEE2049A,2017.12,45.081824,,F
BDCQ.SEE2049A,2018.03,42.209187,,F
BDCQ.SEE2049A,2018.06,44.636155,,F
BDCQ.SEE2049A,2018.09,44.922932,,F
BDCQ.SEE2049A,2018.12,48.145872,,F
BDCQ.SEE2049A,2019.03,46.205477,,F
BDCQ.SEE2049A,2019.06,48.652825,,F
BDCQ.SEE2049A,2019.09,50.471426,,F
BDCQ.SEE2049A,2019.12,55.360097,,F
BDCQ.SEE2049A,2020.03,50.928831,,F
BDCQ.SEE2049A,2020.06,51.83093,,F
BDCQ.SEE2049A,2020.09,56.496085,,R
BDCQ.SEE2049A,2020.12,57.398179,,R
BDCQ.SEE2049A,2021.03,56.311685,,R
BDCQ.SEE2049A,2021.06,58.725885,,R
BDCQ.SEE2049A,2021.09,59.717303,,R
BDCQ.SEE2049A,2021.12,63.146888,,R
BDCQ.SEE2049A,2022.03,61.067377,,R
BDCQ.SEE2049A,2022.06,64.643037,,R
BDCQ.SEE2049A,2022.09,65.061745,,R
BDCQ.SEE2049A,2022.12,68.980304,,R
BDCQ.SEE2049A,2023.03,67.848306,,F
BDCQ.SEE2049A,2023.06,71.174327,,F
BDCQ.SEE2050A,2011.06,44.883274,,F
BDCQ.SEE2050A,2011.09,44.151576,,F
BDCQ.SEE2050A,2011.12,47.911347,,F
BDCQ.SEE2050A,2012.03,45.593477,,F
BDCQ.SEE2050A,2012.06,46.342476,,F
BDCQ.SEE2050A,2012.09,46.72482,,F
BDCQ.SEE2050A,2012.12,49.675715,,F
BDCQ.SEE2050A,2013.03,47.431822,,F
BDCQ.SEE2050A,2013.06,48.111,,F
BDCQ.SEE2050A,2013.09,48.418023,,F
BDCQ.SEE2050A,2013.12,51.166252,,F
BDCQ.SEE2050A,2014.03,48.49741,,F
BDCQ.SEE2050A,2014.06,49.853453,,F
BDCQ.SEE2050A,2014.09,50.289859,,F
BDCQ.SEE2050A,2014.12,52.946051,,F
BDCQ.SEE2050A,2015.03,49.296907,,F
BDCQ.SEE2050A,2015.06,50.665431,,F
BDCQ.SEE2050A,2015.09,51.595731,,F
BDCQ.SEE2050A,2015.12,53.450025,,F
BDCQ.SEE2050A,2016.03,53.776209,,F
BDCQ.SEE2050A,2016.06,53.820145,,F
BDCQ.SEE2050A,2016.09,53.819247,,F
BDCQ.SEE2050A,2016.12,56.376599,,F
BDCQ.SEE2050A,2017.03,55.817594,,F
BDCQ.SEE2050A,2017.06,56.468304,,F
BDCQ.SEE2050A,2017.09,56.844077,,F
BDCQ.SEE2050A,2017.12,61.457692,,F
BDCQ.SEE2050A,2018.03,57.32477,,F
BDCQ.SEE2050A,2018.06,60.824859,,F
BDCQ.SEE2050A,2018.09,60.18302,,F
BDCQ.SEE2050A,2018.12,65.800753,,F
BDCQ.SEE2050A,2019.03,62.54715,,F
BDCQ.SEE2050A,2019.06,66.458747,,F
BDCQ.SEE2050A,2019.09,66.931109,,F
BDCQ.SEE2050A,2019.12,73.929638,,F
BDCQ.SEE2050A,2020.03,68.386524,,F
BDCQ.SEE2050A,2020.06,70.611356,,F
BDCQ.SEE2050A,2020.09,75.193288,,R
BDCQ.SEE2050A,2020.12,76.113456,,R
BDCQ.SEE2050A,2021.03,75.405731,,R
BDCQ.SEE2050A,2021.06,77.934036,,R
BDCQ.SEE2050A,2021.09,80.068328,,R
BDCQ.SEE2050A,2021.12,84.949714,,R
BDCQ.SEE2050A,2022.03,83.387067,,R
BDCQ.SEE2050A,2022.06,85.486221,,R
BDCQ.SEE2050A,2022.09,86.980858,,R
BDCQ.SEE2050A,2022.12,90.226542,,R
BDCQ.SEE2050A,2023.03,89.307169,,F
BDCQ.SEE2050A,2023.06,90.365048,,F
BDCQ.SEE2051A,2011.06,120.957226,,F
BDCQ.SEE2051A,2011.09,113.837239,,F
BDCQ.SEE2051A,2011.12,121.410371,,F
BDCQ.SEE2051A,2012.03,122.869852,,F
BDCQ.SEE2051A,2012.06,129.944048,,F
BDCQ.SEE2051A,2012.09,122.096137,,F
BDCQ.SEE2051A,2012.12,130.106213,,F
BDCQ.SEE2051A,2013.03,125.627985,,F
BDCQ.SEE2051A,2013.06,134.612217,,F
BDCQ.SEE2051A,2013.09,130.628484,,F
BDCQ.SEE2051A,2013.12,146.672579,,F
BDCQ.SEE2051A,2014.03,144.772675,,F
BDCQ.SEE2051A,2014.06,154.95107,,F
BDCQ.SEE2051A,2014.09,151.818378,,F
BDCQ.SEE2051A,2014.12,165.148887,,F
BDCQ.SEE2051A,2015.03,163.58956,,F
BDCQ.SEE2051A,2015.06,174.480735,,F
BDCQ.SEE2051A,2015.09,173.982206,,F
BDCQ.SEE2051A,2015.12,184.089776,,F
BDCQ.SEE2051A,2016.03,187.419457,,F
BDCQ.SEE2051A,2016.06,193.725816,,F
BDCQ.SEE2051A,2016.09,190.53244,,F
BDCQ.SEE2051A,2016.12,205.498166,,F
BDCQ.SEE2051A,2017.03,209.175778,,F
BDCQ.SEE2051A,2017.06,221.407754,,F
BDCQ.SEE2051A,2017.09,216.158396,,F
BDCQ.SEE2051A,2017.12,235.904489,,F
BDCQ.SEE2051A,2018.03,228.724885,,F
BDCQ.SEE2051A,2018.06,262.2879,,F
BDCQ.SEE2051A,2018.09,265.180985,,F
BDCQ.SEE2051A,2018.12,282.83248,,F
BDCQ.SEE2051A,2019.03,270.414399,,F
BDCQ.SEE2051A,2019.06,290.862622,,F
BDCQ.SEE2051A,2019.09,281.069076,,F
BDCQ.SEE2051A,2019.12,306.381055,,F
BDCQ.SEE2051A,2020.03,285.002177,,F
BDCQ.SEE2051A,2020.06,295.357443,,F
BDCQ.SEE2051A,2020.09,308.798113,,R
BDCQ.SEE2051A,2020.12,311.557153,,R
BDCQ.SEE2051A,2021.03,313.764808,,R
BDCQ.SEE2051A,2021.06,323.615357,,R
BDCQ.SEE2051A,2021.09,326.253239,,R
BDCQ.SEE2051A,2021.12,345.463284,,R
BDCQ.SEE2051A,2022.03,346.522302,,R
BDCQ.SEE2051A,2022.06,361.676791,,R
BDCQ.SEE2051A,2022.09,358.862854,,R
BDCQ.SEE2051A,2022.12,372.033174,,R
BDCQ.SEE2051A,2023.03,381.871214,,F
BDCQ.SEE2051A,2023.06,394.016783,,F
BDCQ.SEE2052A,2011.06,253.30222,,F
BDCQ.SEE2052A,2011.09,252.883615,,F
BDCQ.SEE2052A,2011.12,263.257341,,F
BDCQ.SEE2052A,2012.03,257.112329,,F
BDCQ.SEE2052A,2012.06,263.555002,,F
BDCQ.SEE2052A,2012.09,261.889791,,F
BDCQ.SEE2052A,2012.12,271.707323,,F
BDCQ.SEE2052A,2013.03,256.835402,,F
BDCQ.SEE2052A,2013.06,270.051863,,F
BDCQ.SEE2052A,2013.09,260.701223,,F
BDCQ.SEE2052A,2013.12,274.238687,,F
BDCQ.SEE2052A,2014.03,254.965814,,F
BDCQ.SEE2052A,2014.06,261.997796,,F
BDCQ.SEE2052A,2014.09,260.908517,,F
BDCQ.SEE2052A,2014.12,268.942917,,F
BDCQ.SEE2052A,2015.03,251.674504,,F
BDCQ.SEE2052A,2015.06,257.01643,,F
BDCQ.SEE2052A,2015.09,261.347917,,F
BDCQ.SEE2052A,2015.12,264.106414,,F
BDCQ.SEE2052A,2016.03,256.792979,,F
BDCQ.SEE2052A,2016.06,260.204614,,F
BDCQ.SEE2052A,2016.09,255.059781,,F
BDCQ.SEE2052A,2016.12,266.992802,,F
BDCQ.SEE2052A,2017.03,253.666653,,F
